frame_index,component_index,stable_key_x,stable_key_y,column_x,column_y
3,0,16437,16395,16476,16375
3,0,16437,16395,16476,16376
3,0,16437,16395,16476,16377
3,0,16437,16395,16476,16378
3,0,16437,16395,16476,16379
3,0,16437,16395,16476,16380
3,0,16437,16395,16476,16381
3,0,16437,16395,16476,16382
3,0,16437,16395,16476,16383
3,0,16437,16395,16476,16385
3,0,16437,16395,16476,16386
3,0,16437,16395,16476,16387
3,0,16437,16395,16476,16388
3,0,16437,16395,16476,16390
3,0,16437,16395,16476,16391
3,0,16437,16395,16476,16392
3,0,16437,16395,16476,16393
3,0,16437,16395,16476,16394
3,0,16437,16395,16476,16395
3,0,16437,16395,16476,16396
3,0,16437,16395,16476,16397
3,0,16437,16395,16476,16398
3,0,16437,16395,16476,16399
3,0,16437,16395,16476,16400
3,0,16437,16395,16476,16402
3,0,16437,16395,16476,16403
3,0,16437,16395,16476,16405
3,0,16437,16395,16477,16370
3,0,16437,16395,16477,16371
3,0,16437,16395,16477,16372
3,0,16437,16395,16477,16373
3,0,16437,16395,16477,16374
3,0,16437,16395,16477,16375
3,0,16437,16395,16477,16376
3,0,16437,16395,16477,16377
3,0,16437,16395,16477,16378
3,0,16437,16395,16477,16379
3,0,16437,16395,16477,16380
3,0,16437,16395,16477,16381
3,0,16437,16395,16477,16382
3,0,16437,16395,16477,16383
3,0,16437,16395,16477,16384
3,0,16437,16395,16477,16385
3,0,16437,16395,16477,16386
3,0,16437,16395,16477,16387
3,0,16437,16395,16477,16388
3,0,16437,16395,16477,16389
3,0,16437,16395,16477,16390
3,0,16437,16395,16477,16391
3,0,16437,16395,16477,16392
3,0,16437,16395,16477,16393
3,0,16437,16395,16477,16394
3,0,16437,16395,16477,16396
3,0,16437,16395,16477,16397
3,0,16437,16395,16477,16398
3,0,16437,16395,16477,16399
3,0,16437,16395,16477,16400
3,0,16437,16395,16477,16401
3,0,16437,16395,16477,16403
3,0,16437,16395,16478,16369
3,0,16437,16395,16478,16370
3,0,16437,16395,16478,16371
3,0,16437,16395,16478,16372
3,0,16437,16395,16478,16375
3,0,16437,16395,16478,16376
3,0,16437,16395,16478,16377
3,0,16437,16395,16478,16378
3,0,16437,16395,16478,16379
3,0,16437,16395,16478,16380
3,0,16437,16395,16478,16381
3,0,16437,16395,16478,16383
3,0,16437,16395,16478,16384
3,0,16437,16395,16478,16385
3,0,16437,16395,16478,16386
3,0,16437,16395,16478,16387
3,0,16437,16395,16478,16388
3,0,16437,16395,16478,16389
3,0,16437,16395,16478,16390
3,0,16437,16395,16478,16391
3,0,16437,16395,16478,16392
3,0,16437,16395,16478,16393
3,0,16437,16395,16478,16394
3,0,16437,16395,16478,16395
3,0,16437,16395,16478,16397
3,0,16437,16395,16478,16398
3,0,16437,16395,16478,16399
3,0,16437,16395,16478,16400
3,0,16437,16395,16478,16401
3,0,16437,16395,16478,16402
3,0,16437,16395,16478,16403
3,0,16437,16395,16478,16404
3,0,16437,16395,16479,16369
3,0,16437,16395,16479,16371
3,0,16437,16395,16479,16372
3,0,16437,16395,16479,16373
3,0,16437,16395,16479,16374
3,0,16437,16395,16479,16375
3,0,16437,16395,16479,16376
3,0,16437,16395,16479,16378
3,0,16437,16395,16479,16379
3,0,16437,16395,16479,16380
3,0,16437,16395,16479,16382
3,0,16437,16395,16479,16383
3,0,16437,16395,16479,16384
3,0,16437,16395,16479,16386
3,0,16437,16395,16479,16387
3,0,16437,16395,16479,16388
3,0,16437,16395,16479,16389
3,0,16437,16395,16479,16390
3,0,16437,16395,16479,16392
3,0,16437,16395,16479,16393
3,0,16437,16395,16479,16394
3,0,16437,16395,16479,16395
3,0,16437,16395,16479,16396
3,0,16437,16395,16479,16397
3,0,16437,16395,16479,16398
3,0,16437,16395,16479,16399
3,0,16437,16395,16479,16400
3,0,16437,16395,16479,16401
3,0,16437,16395,16479,16402
3,0,16437,16395,16479,16403
3,0,16437,16395,16479,16404
3,0,16437,16395,16479,16405
3,0,16437,16395,16479,16406
3,0,16437,16395,16480,16368
3,0,16437,16395,16480,16370
3,0,16437,16395,16480,16371
3,0,16437,16395,16480,16372
3,0,16437,16395,16480,16373
3,0,16437,16395,16480,16374
3,0,16437,16395,16480,16375
3,0,16437,16395,16480,16376
3,0,16437,16395,16480,16377
3,0,16437,16395,16480,16378
3,0,16437,16395,16480,16379
3,0,16437,16395,16480,16380
3,0,16437,16395,16480,16381
3,0,16437,16395,16480,16382
3,0,16437,16395,16480,16383
3,0,16437,16395,16480,16384
3,0,16437,16395,16480,16385
3,0,16437,16395,16480,16386
3,0,16437,16395,16480,16387
3,0,16437,16395,16480,16388
3,0,16437,16395,16480,16390
3,0,16437,16395,16480,16391
3,0,16437,16395,16480,16392
3,0,16437,16395,16480,16393
3,0,16437,16395,16480,16394
3,0,16437,16395,16480,16395
3,0,16437,16395,16480,16397
3,0,16437,16395,16480,16399
3,0,16437,16395,16480,16400
